"BMC 138.60 kWp (Eternal Resonac Materials)","BMC (Eternal Resin)","BMC-INV03-30kW","27.72","107.5","133.45","81.32","62.38","112.54","96.94","106.96","139.15","120.92","129.6","116.73","99.98","129.89","138.94","134.19","103.25","","","","","","","","","","","","","","",""
"Brose Project Solar Rooftop 249.60kWp","Bulk 110.88 kWp (Eternal Resin)","BSInverter(COM1-1)","","","","376.51","175.26","201.93","625.21","814.57","733.15","","788.3","199.86","185.61","592.7","761.63","784.52","712.16","","","","","","","","","","","","","","",""
"Brose Project Solar Rooftop 249.60kWp","Bulk 110.88 kWp (Eternal Resin)","BsInverter(COM1-2)","","","","124.55","57.21","66.85","206.5","269.45","296.94","","259.83","66.13","61.48","196.9","251.38","260.31","236.51","","","","","","","","","","","","","","",""
"Bulk 110.88 kWp (Eternal Resin)","Bulk (Eternal Resin)","BULK-INV01-50kW","55.44","235.46","272.03","164.21","134.77","232.67","211.04","197.6","299.28","246.83","268.01","239.03","197.47","250","292.88","265.84","196.45","","","","","","","","","","","","","","",""
"Bulk 110.88 kWp (Eternal Resin)","Bulk (Eternal Resin)","BULK-INV02-50kW","55.44","212.69","263.71","161.73","125.06","210.94","191.53","211.78","272.5","237.65","256.63","230.05","199.04","257.28","273.05","263.6","202.62","","","","","","","","","","","","","","",""
"KKF BWC V2","BWC Ph.1","BWC_60KTL-NO-01","66","195.21","245.8","180.33","173.67","167.15","43.06","","169.51","239.66","208.1","213.66","158.72","276.85","252.98","284.32","263.89","","","","","","","","","","","","","","",""
"KKF BWC V2","BWC Ph.1","BWC_60KTL-NO-02","66","194.54","245.35","180.54","173.29","166.79","42.89","","169.28","238.46","207.7","212.46","158.78","275.19","251.53","282.95","262.16","","","","","","","","","","","","","","",""
"KKF BWC V2","BWC Ph.1","BWC_60KTL-NO-03","66","198.83","213.45","163.15","176.09","164.8","34.81","","164.07","236.52","202.84","205.03","161.84","252.05","257.41","289.92","255.4","","","","","","","","","","","","","","",""
"KKF BWC V2","BWC Ph.1","BWC_60KTL-NO-04","66","200.72","215.1","165.78","178.64","167.09","35.34","","166.66","238.59","205.55","206.93","163.4","253.71","259.03","292.12","257.76","","","","","","","","","","","","","","",""
"KKF BWC V2","BWC Ph.1","BWC_60KTL-NO-05","66","135.68","172.01","125.19","120.1","115.7","29.73","","117.49","169.25","144.24","148.82","129.28","199.85","175.35","197.02","184.51","","","","","","","","","","","","","","",""
"KKF BWC V2","BWC Ph.1","BWC_60KTL-NO-06","66","191.88","242.3","178.25","171.14","164.65","42.26","","167.07","235.58","204.77","210.2","157.25","271.79","248.3","278.87","259","","","","","","","","","","","","","","",""
"KKF BWC V2","BWC Ph.1","BWC_60KTL-NO-07","66","181.15","241.92","177.24","165.27","161.42","42.88","","164.49","232.06","199.08","207.54","152.53","272.3","241.69","271.59","256.31","","","","","","","","","","","","","","",""
"KKF BWC V2","BWC Ph.1","BWC_60KTL-NO-08","66","186.06","242.14","178.31","167.36","162.82","42.95","","165.54","232.99","200.96","208.71","154.2","271.8","243.31","272.37","256.55","","","","","","","","","","","","","","",""
"KKF BWC V2","BWC Ph.1","BWC_60KTL-NO-09","66","183.09","236.95","176.12","164.1","159.5","42.21","","162.33","228.11","197.57","203.88","152.62","266.87","237.35","266.43","250.49","","","","","","","","","","","","","","",""
"KKF BWC V2","BWC Ph.1","BWC_60KTL-NO-10","66","187.4","221.26","164.47","167.83","159.05","37.35","","159.68","229.63","196.68","200.79","157.52","252.98","244.45","274.99","248.5","","","","","","","","","","","","","","",""
"KKF BWC V2","BWC Ph.1","BWC_60KTL-NO-11","66","155.32","162.06","120.35","139.13","129.03","23.68","","126.92","186.41","154.97","159.61","143.6","193.63","199.53","223.29","200.26","","","","","","","","","","","","","","",""
"KKF BWC V2","BWC Ph.1","BWC_60KTL-NO-12","66","194.6","204.4","153.78","174.77","162.44","31","","160.32","231.66","196.52","200.45","161.66","238.09","250.79","281.43","249.38","","","","","","","","","","","","","","",""
